Store,Dept,Date,Weekly_Sales,Weekly_Sales_Predicted,IsHoliday,Type,Difference
1,18,2012-08-24,4.97,7972.34,0,A,7967.37
1,18,2012-08-31,4.97,8068.82,0,A,8063.85
1,18,2012-09-07,4.97,8173.13,1,A,8168.16
1,18,2012-09-14,649.09,7930.13,0,A,7281.04
1,18,2012-09-21,3361.0,7986.91,0,A,4625.91
1,18,2012-09-28,4867.7,7910.62,0,A,3042.92
1,18,2012-10-05,7291.46,8476.75,0,A,1185.29
1,18,2012-10-12,8171.79,7854.66,0,A,-317.13
1,18,2012-10-19,10569.09,8116.96,0,A,-2452.13
1,18,2012-10-26,17934.28,8143.9,0,A,-9790.38
1,19,2012-08-10,875.1,1186.78,0,A,311.68
1,19,2012-08-17,1192.39,1185.12,0,A,-7.27
1,19,2012-08-24,1328.49,1198.75,0,A,-129.74
1,19,2012-08-31,900.06,1282.35,0,A,382.29
1,19,2012-09-07,1225.7,1349.2,1,A,123.5
1,19,2012-09-14,733.78,1191.86,0,A,458.08
1,19,2012-09-21,1015.46,1240.14,0,A,224.68
1,19,2012-09-28,1385.85,1202.99,0,A,-182.86
1,19,2012-10-05,1192.58,1461.51,0,A,268.93
1,19,2012-10-12,1415.68,1178.06,0,A,-237.62
1,19,2012-10-19,1247.56,1312.34,0,A,64.78
1,19,2012-10-26,1640.81,1322.62,0,A,-318.19
1,20,2012-08-10,4534.37,4216.88,0,A,-317.49
1,20,2012-08-17,3980.4,4165.03,0,A,184.63
1,20,2012-08-24,3452.67,4177.35,0,A,724.68
1,20,2012-08-31,4602.26,4353.17,0,A,-249.09
1,20,2012-09-07,4342.34,4418.47,1,A,76.13
1,20,2012-09-14,3548.56,4212.62,0,A,664.06
1,20,2012-09-21,3532.28,4191.71,0,A,659.43
1,20,2012-09-28,3200.54,4124.71,0,A,924.17
1,20,2012-10-05,4184.73,4512.45,0,A,327.72
1,20,2012-10-12,3126.49,4170.42,0,A,1043.93
1,20,2012-10-19,3640.07,4312.82,0,A,672.75
1,20,2012-10-26,2680.53,4342.97,0,A,1662.44
1,21,2012-08-10,6752.85,7722.38,0,A,969.53
1,21,2012-08-17,6182.36,7754.18,0,A,1571.82
1,21,2012-08-24,6965.28,7798.72,0,A,833.44
1,21,2012-08-31,7031.77,7894.26,0,A,862.49
1,21,2012-09-07,8258.47,7960.99,1,A,-297.48
1,21,2012-09-14,8013.36,7719.06,0,A,-294.3
1,21,2012-09-21,7085.79,7780.22,0,A,694.43
1,21,2012-09-28,7737.13,7713.82,0,A,-23.31
1,21,2012-10-05,7790.01,8297.51,0,A,507.5
1,21,2012-10-12,7020.8,7663.94,0,A,643.14
1,21,2012-10-19,7614.71,7925.66,0,A,310.95
1,21,2012-10-26,8194.63,7952.6,0,A,-242.03
1,22,2012-08-10,7229.94,8114.36,0,A,884.42
1,22,2012-08-17,7788.49,8133.82,0,A,345.33
1,22,2012-08-24,6364.81,8171.66,0,A,1806.85
1,22,2012-08-31,5742.4,8248.92,0,A,2506.52
1,22,2012-09-07,7669.83,8352.31,1,A,682.48
1,22,2012-09-14,5462.99,8042.73,0,A,2579.74
1,22,2012-09-21,5663.49,8112.51,0,A,2449.02
1,22,2012-09-28,6892.92,8050.71,0,A,1157.79
1,22,2012-10-05,7821.14,8654.51,0,A,833.37
1,22,2012-10-12,8966.16,8025.09,0,A,-941.07
1,22,2012-10-19,8236.39,8330.98,0,A,94.59
1,22,2012-10-26,8236.88,8320.33,0,A,83.45
1,23,2012-08-10,21599.34,21716.48,0,A,117.14
1,23,2012-08-17,21808.81,21428.45,0,A,-380.36
1,23,2012-08-24,25618.62,21802.18,0,A,-3816.44
1,23,2012-08-31,23361.12,22114.01,0,A,-1247.11
1,23,2012-09-07,17406.85,22271.12,1,A,4864.27
1,23,2012-09-14,14172.52,21836.14,0,A,7663.62
1,23,2012-09-21,15702.02,21572.83,0,A,5870.81
1,23,2012-09-28,14731.92,21499.67,0,A,6767.75
1,23,2012-10-05,19478.62,23808.88,0,A,4330.26
1,23,2012-10-12,21024.28,21626.73,0,A,602.45
1,23,2012-10-19,17191.96,22347.62,0,A,5155.66
1,23,2012-10-26,21460.58,22339.73,0,A,879.15
1,24,2012-08-10,8870.23,6334.21,0,A,-2536.02
1,24,2012-08-17,12967.94,6288.26,0,A,-6679.68
1,24,2012-08-24,16785.62,6310.01,0,A,-10475.61
1,24,2012-08-31,13181.63,6478.1,0,A,-6703.53
1,24,2012-09-07,5138.69,6553.22,1,A,1414.53
1,24,2012-09-14,4980.64,6306.65,0,A,1326.01
1,24,2012-09-21,4979.52,6305.2,0,A,1325.68
1,24,2012-09-28,4364.69,6222.66,0,A,1857.97
1,24,2012-10-05,7322.07,6818.92,0,A,-503.15
1,24,2012-10-12,7733.2,6188.48,0,A,-1544.72
1,24,2012-10-19,5355.52,6418.36,0,A,1062.84
1,24,2012-10-26,7106.74,6461.41,0,A,-645.33
1,25,2012-08-10,8614.67,10230.23,0,A,1615.56
1,25,2012-08-17,9780.51,10255.2,0,A,474.69
1,25,2012-08-24,10625.07,10310.97,0,A,-314.1
1,25,2012-08-31,10284.77,10475.15,0,A,190.38
1,25,2012-09-07,7461.45,10698.91,1,A,3237.46
1,25,2012-09-14,7541.58,10157.39,0,A,2615.81
1,25,2012-09-21,7804.28,10167.39,0,A,2363.11
1,25,2012-09-28,7685.71,10126.25,0,A,2440.54
1,25,2012-10-05,11140.24,11052.82,0,A,-87.42
1,25,2012-10-12,10485.04,10260.78,0,A,-224.26
1,25,2012-10-19,8702.47,10573.87,0,A,1871.4
1,25,2012-10-26,11066.13,10517.84,0,A,-548.29
1,26,2012-08-10,5498.9,6897.16,0,A,1398.26
1,26,2012-08-17,4924.3,6856.21,0,A,1931.91
1,26,2012-08-24,5369.29,6878.48,0,A,1509.19
1,26,2012-08-31,5602.58,7035.6,0,A,1433.02
1,26,2012-09-07,5011.22,7110.27,1,A,2099.05
1,26,2012-09-14,6001.13,6898.3,0,A,897.17
1,26,2012-09-21,6550.81,6897.16,0,A,346.35
1,26,2012-09-28,5035.97,6819.51,0,A,1783.54
1,26,2012-10-05,8784.99,7391.74,0,A,-1393.25
1,26,2012-10-12,12773.34,6778.73,0,A,-5994.61
1,26,2012-10-19,7004.13,7018.6,0,A,14.47
1,26,2012-10-26,7412.16,7061.66,0,A,-350.5
1,27,2012-08-10,1122.14,1304.86,0,A,182.72
1,27,2012-08-17,1476.09,1306.47,0,A,-169.62
1,27,2012-08-24,1643.59,1320.1,0,A,-323.49
1,27,2012-08-31,1580.28,1403.7,0,A,-176.58
1,27,2012-09-07,1060.29,1467.27,1,A,406.98
1,27,2012-09-14,857.88,1309.94,0,A,452.06
1,27,2012-09-21,1047.27,1354.49,0,A,307.22
1,27,2012-09-28,948.57,1317.34,0,A,368.77
1,27,2012-10-05,1492.09,1575.87,0,A,83.78
1,27,2012-10-12,1536.58,1296.14,0,A,-240.44
1,27,2012-10-19,1841.73,1433.69,0,A,-408.04
1,27,2012-10-26,1712.02,1443.97,0,A,-268.05
1,28,2012-08-10,307.87,531.51,0,A,223.64
1,28,2012-08-17,312.75,529.85,0,A,217.1
1,28,2012-08-24,307.34,543.49,0,A,236.15
1,28,2012-08-31,283.4,627.08,0,A,343.68
1,28,2012-09-07,374.15,695.8,1,A,321.65
1,28,2012-09-14,403.87,545.54,0,A,141.67
1,28,2012-09-21,490.61,598.97,0,A,108.36
1,28,2012-09-28,402.73,557.85,0,A,155.12
1,28,2012-10-05,641.7,798.13,0,A,156.43
1,28,2012-10-12,596.37,535.71,0,A,-60.66
1,28,2012-10-19,656.45,669.99,0,A,13.54
1,28,2012-10-26,742.48,680.27,0,A,-62.21
1,29,2012-08-10,4162.46,4733.11,0,A,570.65
1,29,2012-08-17,4208.19,4671.91,0,A,463.72
1,29,2012-08-24,3966.86,4691.61,0,A,724.75
1,29,2012-08-31,4183.85,4869.4,0,A,685.55
1,29,2012-09-07,3268.08,4889.74,1,A,1621.66
1,29,2012-09-14,3418.62,4710.2,0,A,1291.58
1,29,2012-09-21,3683.28,4679.95,0,A,996.67
1,29,2012-09-28,3515.91,4620.32,0,A,1104.41
1,29,2012-10-05,4288.34,5024.21,0,A,735.87
1,29,2012-10-12,3465.18,4634.77,0,A,1169.59
1,29,2012-10-19,3739.1,4816.59,0,A,1077.49
1,29,2012-10-26,4077.2,4840.79,0,A,763.59
1,30,2012-08-10,3355.34,3323.61,0,A,-31.73
1,30,2012-08-17,3300.68,3316.22,0,A,15.54
1,30,2012-08-24,3686.74,3343.19,0,A,-343.55
1,30,2012-08-31,3058.82,3435.69,0,A,376.87
1,30,2012-09-07,2669.67,3525.96,1,A,856.29
1,30,2012-09-14,2115.88,3309.47,0,A,1193.59
1,30,2012-09-21,1986.16,3361.7,0,A,1375.54
1,30,2012-09-28,2047.42,3317.71,0,A,1270.29
1,30,2012-10-05,2520.85,3607.86,0,A,1087.01
1,30,2012-10-12,2258.74,3297.29,0,A,1038.55
1,30,2012-10-19,2559.08,3460.7,0,A,901.62
1,30,2012-10-26,2830.48,3470.98,0,A,640.5
1,31,2012-08-10,4464.25,2370.63,0,A,-2093.62
1,31,2012-08-17,4851.27,2364.87,0,A,-2486.4
1,31,2012-08-24,6812.13,2383.98,0,A,-4428.15
1,31,2012-08-31,6691.49,2469.47,0,A,-4222.02
1,31,2012-09-07,1499.7,2530.57,1,A,1030.87
1,31,2012-09-14,1365.52,2366.25,0,A,1000.73
1,31,2012-09-21,1490.66,2403.96,0,A,913.3
1,31,2012-09-28,1060.74,2363.95,0,A,1303.21
1,31,2012-10-05,2063.02,2633.14,0,A,570.12
1,31,2012-10-12,1276.81,2336.39,0,A,1059.58
1,31,2012-10-19,1529.52,2488.62,0,A,959.1
1,31,2012-10-26,1413.51,2498.9,0,A,1085.39
1,32,2012-08-10,5796.95,8167.42,0,A,2370.47
1,32,2012-08-17,6459.89,8182.52,0,A,1722.63
1,32,2012-08-24,5772.47,8210.88,0,A,2438.41
1,32,2012-08-31,6649.79,8339.16,0,A,1689.37
1,32,2012-09-07,6857.35,8377.93,1,A,1520.58
1,32,2012-09-14,5000.5,8106.96,0,A,3106.46
1,32,2012-09-21,5375.99,8185.25,0,A,2809.26
1,32,2012-09-28,3909.44,8108.96,0,A,4199.52
1,32,2012-10-05,5852.15,8861.37,0,A,3009.22
1,32,2012-10-12,5238.49,8146.85,0,A,2908.36
1,32,2012-10-19,6241.78,8438.58,0,A,2196.8
1,32,2012-10-26,5918.47,8441.31,0,A,2522.84
1,33,2012-08-10,9030.25,6007.58,0,A,-3022.67
1,33,2012-08-17,10682.47,5982.88,0,A,-4699.59
1,33,2012-08-24,13019.11,6004.63,0,A,-7014.48
1,33,2012-08-31,11799.65,6124.99,0,A,-5674.66
1,33,2012-09-07,5001.36,6196.24,1,A,1194.88
1,33,2012-09-14,4449.08,5950.83,0,A,1501.75
1,33,2012-09-21,4705.71,5997.11,0,A,1291.4
1,33,2012-09-28,4390.19,5914.57,0,A,1524.38
1,33,2012-10-05,6775.72,6455.32,0,A,-320.4
1,33,2012-10-12,7617.49,5869.91,0,A,-1747.58
1,33,2012-10-19,5170.49,6099.78,0,A,929.29
1,33,2012-10-26,6313.48,6142.83,0,A,-170.65
1,34,2012-08-10,10609.61,11566.55,0,A,956.94
1,34,2012-08-17,10272.79,11575.07,0,A,1302.28
1,34,2012-08-24,10288.31,11768.59,0,A,1480.28
1,34,2012-08-31,10066.04,11774.57,0,A,1708.53
1,34,2012-09-07,9601.08,11971.52,1,A,2370.44
1,34,2012-09-14,8723.62,11398.84,0,A,2675.22
1,34,2012-09-21,9670.5,11547.92,0,A,1877.42
1,34,2012-09-28,8972.86,11383.93,0,A,2411.07
1,34,2012-10-05,10523.41,12551.52,0,A,2028.11
1,34,2012-10-12,11105.36,11499.5,0,A,394.14
1,34,2012-10-19,9544.78,11940.47,0,A,2395.69
1,34,2012-10-26,9972.0,11879.26,0,A,1907.26
1,35,2012-08-10,2018.51,2464.61,0,A,446.1
1,35,2012-08-17,1842.08,2455.99,0,A,613.91
1,35,2012-08-24,1894.91,2475.09,0,A,580.18
1,35,2012-08-31,1623.92,2563.45,0,A,939.53
1,35,2012-09-07,1578.57,2624.45,1,A,1045.88
1,35,2012-09-14,1547.07,2460.23,0,A,913.16
1,35,2012-09-21,1341.83,2492.55,0,A,1150.72
1,35,2012-09-28,1773.32,2452.54,0,A,679.22
1,35,2012-10-05,1658.09,2725.94,0,A,1067.85
1,35,2012-10-12,2228.94,2427.54,0,A,198.6
1,35,2012-10-19,1555.93,2579.77,0,A,1023.84
1,35,2012-10-26,1459.47,2590.05,0,A,1130.58
1,36,2012-08-10,881.0,1451.15,0,A,570.15
1,36,2012-08-17,444.0,1452.76,0,A,1008.76
1,36,2012-08-24,384.92,1466.4,0,A,1081.48
1,36,2012-08-31,431.96,1549.99,0,A,1118.03
1,36,2012-09-07,476.74,1611.12,1,A,1134.38
1,36,2012-09-14,310.55,1450.07,0,A,1139.52
1,36,2012-09-21,408.03,1498.35,0,A,1090.32
1,36,2012-09-28,277.37,1461.2,0,A,1183.83
1,36,2012-10-05,1040.66,1723.44,0,A,682.78
1,36,2012-10-12,1584.1,1436.27,0,A,-147.83
1,36,2012-10-19,536.75,1576.27,0,A,1039.52
1,36,2012-10-26,1156.34,1586.54,0,A,430.2
1,37,2012-08-10,2821.2,2775.91,0,A,-45.29
1,37,2012-08-17,2772.76,2767.28,0,A,-5.48
1,37,2012-08-24,2257.56,2786.39,0,A,528.83
1,37,2012-08-31,2401.44,2874.75,0,A,473.31
1,37,2012-09-07,2992.74,2935.67,1,A,-57.07
1,37,2012-09-14,2854.51,2764.24,0,A,-90.27
1,37,2012-09-21,2776.22,2803.85,0,A,27.63
1,37,2012-09-28,2507.6,2763.84,0,A,256.24
1,37,2012-10-05,2466.9,3045.15,0,A,578.25
1,37,2012-10-12,2482.7,2739.46,0,A,256.76
1,37,2012-10-19,2483.49,2898.97,0,A,415.48
1,37,2012-10-26,2566.42,2909.25,0,A,342.83
1,38,2012-08-10,74483.32,78600.96,0,A,4117.64
1,38,2012-08-17,85392.47,78091.35,0,A,-7301.12
1,38,2012-08-24,71295.77,79973.51,0,A,8677.74
1,38,2012-08-31,80706.16,80720.75,0,A,14.59
1,38,2012-09-07,70644.8,76949.05,1,A,6304.25
1,38,2012-09-14,82186.59,80884.59,0,A,-1302.0
1,38,2012-09-21,74195.35,80899.95,0,A,6704.6
1,38,2012-09-28,75484.17,78066.07,0,A,2581.9
1,38,2012-10-05,74894.95,85793.7,0,A,10898.75
1,38,2012-10-12,82276.59,79939.19,0,A,-2337.4
1,38,2012-10-19,68794.43,80323.95,0,A,11529.52
1,38,2012-10-26,66526.76,79312.62,0,A,12785.86
1,40,2012-08-10,57803.56,60011.36,0,A,2207.8
1,40,2012-08-17,54852.61,59356.81,0,A,4504.2
1,40,2012-08-24,55113.94,60169.57,0,A,5055.63
1,40,2012-08-31,59897.79,60692.38,0,A,794.59
1,40,2012-09-07,61156.64,60438.25,1,A,-718.39
1,40,2012-09-14,60364.66,60291.13,0,A,-73.53
1,40,2012-09-21,57957.57,59623.27,0,A,1665.7
1,40,2012-09-28,56346.83,59127.69,0,A,2780.86
1,40,2012-10-05,63639.01,62354.37,0,A,-1284.64
1,40,2012-10-12,56659.18,58975.41,0,A,2316.23
1,40,2012-10-19,56386.37,59219.23,0,A,2832.86
1,40,2012-10-26,59287.86,58706.21,0,A,-581.65
1,41,2012-08-10,565.3,1040.22,0,A,474.92
1,41,2012-08-17,569.89,1035.28,0,A,465.39
1,41,2012-08-24,1046.13,1048.91,0,A,2.78
1,41,2012-08-31,1308.72,1135.78,0,A,-172.94
1,41,2012-09-07,1846.97,1196.91,1,A,-650.06
1,41,2012-09-14,1382.99,1042.85,0,A,-340.14
1,41,2012-09-21,1320.89,1091.83,0,A,-229.06
1,41,2012-09-28,1163.75,1050.7,0,A,-113.05
1,41,2012-10-05,1207.99,1309.23,0,A,101.24
1,41,2012-10-12,1031.98,1029.75,0,A,-2.23
1,41,2012-10-19,1201.83,1166.47,0,A,-35.36
1,41,2012-10-26,1784.96,1176.75,0,A,-608.21
